x1,y1,x2,y2,track_id,cls_id,confidence,time
653.6383056640625,109.09555053710938,715.3807373046875,171.33953857421875,1,2,0.8094329237937927,0.0
779.2071533203125,211.94403076171875,872.7130126953125,301.19439697265625,2,2,0.6912955045700073,0.0
657.4193115234375,263.72003173828125,771.7996826171875,377.19024658203125,3,2,0.6788680553436279,0.0
520.3663940429688,169.00897216796875,603.1211547851562,255.88137817382812,7,2,0.499833345413208,0.0
768.2557373046875,176.22140502929688,841.1258544921875,247.22796630859375,8,2,0.4266984462738037,0.0
431.65753173828125,253.41351318359375,560.1343383789062,381.68438720703125,9,7,0.39336276054382324,0.0
478.7333984375,209.843505859375,590.14990234375,316.2296142578125,10,2,0.3543987274169922,0.0
656.9891357421875,233.28799438476562,743.0780029296875,308.1883239746094,11,2,0.28694725036621094,0.0
522.9735107421875,168.43768310546875,604.0604248046875,254.67584228515625,12,7,0.2784925103187561,0.0
948.528076171875,169.4855194091797,992.263427734375,215.20912170410156,13,2,0.2752078175544739,0.0
653.7076416015625,109.15158081054688,715.4156494140625,171.881591796875,1,2,0.8140218257904053,0.03336666666666667
779.156494140625,211.94583129882812,872.7437744140625,301.1993103027344,2,2,0.6882423758506775,0.03336666666666667
657.423828125,263.81378173828125,771.803955078125,377.19757080078125,3,2,0.6792548298835754,0.03336666666666667
519.7916259765625,169.09481811523438,602.8717041015625,256.56866455078125,7,2,0.44438406825065613,0.03336666666666667
768.190185546875,176.19927978515625,841.042236328125,247.44775390625,8,2,0.42004239559173584,0.03336666666666667
431.65423583984375,253.00128173828125,560.0768432617188,381.67572021484375,9,7,0.40215733647346497,0.03336666666666667
479.99908447265625,210.28076171875,590.1787719726562,316.196533203125,10,2,0.34000062942504883,0.03336666666666667
521.320068359375,168.4749755859375,603.4384765625,255.24285888671875,11,7,0.30291879177093506,0.03336666666666667
657.01611328125,233.5126953125,743.029541015625,308.202880859375,12,2,0.28889957070350647,0.03336666666666667
948.308349609375,169.23614501953125,992.2601318359375,215.07870483398438,13,2,0.2701707184314728,0.03336666666666667
653.68505859375,109.82022094726562,715.395263671875,173.21902465820312,1,2,0.8208938241004944,0.06673333333333334
775.704833984375,210.92727661132812,873.415283203125,302.1243591308594,2,2,0.6938384175300598,0.06673333333333334
657.44580078125,263.63458251953125,771.8248291015625,377.23101806640625,3,2,0.6827017664909363,0.06673333333333334
518.915771484375,169.3082275390625,602.7061767578125,256.84259033203125,7,2,0.4355562925338745,0.06673333333333334
770.1437377929688,176.48883056640625,843.0941772460938,236.70895385742188,8,2,0.435284823179245,0.06673333333333334
431.62255859375,252.21551513671875,560.056640625,381.66180419921875,9,7,0.42279815673828125,0.06673333333333334
483.460205078125,210.43988037109375,589.8709716796875,316.37158203125,10,2,0.32921457290649414,0.06673333333333334
520.0965576171875,168.53872680664062,603.354736328125,255.42214965820312,11,7,0.32022351026535034,0.06673333333333334
657.03662109375,233.618896484375,741.8358154296875,308.0765380859375,12,2,0.29293879866600037,0.06673333333333334
948.3314208984375,169.2566680908203,992.2857666015625,215.0889129638672,13,2,0.27154263854026794,0.06673333333333334
431.322021484375,252.34735107421875,557.6942749023438,381.09869384765625,14,2,0.25304028391838074,0.06673333333333334
653.7169189453125,110.54678344726562,714.9464111328125,173.91140747070312,1,2,0.8176379203796387,0.10010000000000001
657.3875732421875,263.7511901855469,771.7198486328125,377.2069396972656,2,2,0.7028166055679321,0.10010000000000001
775.726318359375,210.84771728515625,873.408935546875,302.08453369140625,3,2,0.6944034099578857,0.10010000000000001
518.3093872070312,169.80538940429688,602.0369262695312,257.3414001464844,7,2,0.4379551112651825,0.10010000000000001
770.11328125,176.51748657226562,843.033203125,236.34103393554688,8,2,0.4357086420059204,0.10010000000000001
430.97686767578125,252.88531494140625,560.0534057617188,381.52569580078125,9,7,0.4256313741207123,0.10010000000000001
483.121826171875,210.952880859375,589.580810546875,316.4124755859375,10,2,0.3278113007545471,0.10010000000000001
519.6339721679688,169.18096923828125,602.8838500976562,255.62008666992188,11,7,0.3138013184070587,0.10010000000000001
656.9705200195312,233.6103515625,741.9099731445312,308.1561279296875,12,2,0.29526376724243164,0.10010000000000001
