time,frame_number,x1,y1,x2,y2,track_id
0.2,5,444.288948994704,177.86682919642547,537.6988813103344,238.22422741966233,1
0.2,5,275.62325604833,165.4001998334954,421.3905625870259,231.06382465469358,2
0.2,5,498.90087740494266,182.29787026025025,648.8952183886934,244.69443722178428,3
0.2,5,927.2096279476979,351.9358573689241,1238.3583740402787,642.7110276759461,5
0.30000000000000004,8,444.3447317430741,177.86251887673913,537.7628328482341,238.21936019998788,1
0.30000000000000004,8,275.64794147358856,165.40575063554442,421.3750150306895,231.044039869316,2
0.30000000000000004,8,498.8802301962163,182.27438624766384,648.898929030191,244.68129453054095,3
0.30000000000000004,8,855.3744316686888,348.78627651639067,1182.4894272140318,646.0563746611613,5
0.4,11,444.35844667463203,177.91612709943843,537.7975118759466,238.28133162196036,1
0.4,11,275.6688199823303,165.42526447846865,421.37125022442353,231.04338041399996,2
0.4,11,498.8817457269414,182.3290374676677,648.9867701338303,244.77544878009985,3
0.4,11,785.6459927397348,354.582475417271,1125.745111450412,648.7839174494077,5
0.5,14,444.409958841064,177.9344813336687,537.7893397354339,238.24824986170205,1
0.5,14,275.66449609455276,165.40405013029311,421.3921258191306,231.0244868416146,2
0.5,14,498.98103785219405,182.39809293901956,648.8942485559771,244.75955792460917,3
0.5,14,693.771190766325,361.99433397575626,1053.541570689227,654.2678716396213,5
0.6000000000000001,17,444.3473241756823,179.41916679339113,536.4752811324515,238.79913686176937,1
0.6000000000000001,17,274.4643820430714,165.24920554328702,422.20447706373307,231.8352802418039,2
0.6000000000000001,17,497.92020513556486,182.1004092008967,648.7044651319661,244.7988804422016,3
0.6000000000000001,17,600.4342130759733,339.40809293258917,1018.103631490227,658.0970722514787,5
0.7000000000000001,20,444.29028515275826,180.01650622258862,536.0498228056961,239.02639124156156,1
0.7000000000000001,20,274.2303839546442,165.21493067526728,422.3035003209914,231.99968349717608,2
0.7000000000000001,20,497.65004663297145,182.11028476824328,648.6345714800943,244.8641887095495,3
0.7000000000000001,20,431.53080146567015,330.90337351507435,880.6878673286633,658.6997565268214,5
